naam,geboortedata,Postcode,gift_given,gedrag
David Norton,2004-07-08,23977 36,True,goed
Aaron Kennedy,2012-10-07,03452 26,True,goed
Kevin Ramirez,2017-08-26,89559 98,True,slecht
Charles Lewis,2012-01-17,42993 36,False,slecht
Chelsea Martinez,2015-05-30,34642 12,True,slecht
Caitlin Young,2014-03-10,86085 46,True,goed
Rebecca Atkins,2007-10-29,75602 21,False,slecht
Ernest Jones,2010-04-04,14055 45,False,slecht
Erik Martinez,2014-12-31,02089 69,False,goed
April Avila,2020-02-01,19481 43,True,goed
Carolyn Clark,2017-04-29,63986 31,True,goed
Parker Smith,2007-03-22,92225 47,False,slecht
Gary Wagner,2015-04-16,99328 27,True,slecht
Mark Jones,2005-06-11,03444 75,True,slecht
Mary Burns,2016-07-25,26768 75,True,goed
Stephanie Davis,2014-05-09,79140 85,False,slecht
Gregory Alexander,2010-01-12,54095 4,True,goed
Raymond Kim,2021-08-13,61652 92,False,goed
Alexandra Stevens,2012-09-18,95075 14,False,goed
Ellen Hayes,2019-09-29,05781 34,True,slecht
Dean Mueller,2012-09-05,91432 75,True,slecht
Martin Carter,2012-04-29,76270 10,True,slecht
Mary Lee,2010-03-08,39076 54,False,slecht
Brenda Taylor,2009-02-15,86935 75,True,slecht
Arthur Arroyo,2005-11-10,48592 67,True,goed
Erin Gross,2019-12-08,85866 100,False,slecht
Emily Williams,2014-08-09,17307 21,False,slecht
Deanna Moore,2005-01-22,31560 19,False,goed
Brooke Herring,2021-12-03,79889 100,False,goed
Rebecca Pena,2013-09-05,03132 24,True,slecht
Sarah Rangel,2005-05-31,54542 7,True,slecht
Angela Murphy,2017-11-24,95362 70,True,goed
Tracey Trevino,2017-03-05,21232 88,True,slecht
Stacey Sanford,2015-07-23,05086 90,True,slecht
Elizabeth Henderson,2004-08-04,39450 90,False,goed
Alexandra Edwards,2011-10-13,14114 29,False,slecht
Howard Williams,2007-01-02,22385 89,True,slecht
Carlos Harding,2009-10-08,93835 10,True,goed
Katie Pollard,2020-05-15,07440 80,True,goed
Glenn Kelly,2012-12-05,74792 54,False,slecht
Jason Solis,2015-10-23,60061 4,True,slecht
Jennifer Navarro,2018-03-10,80990 5,True,goed
Kristen Carroll,2005-07-26,64772 22,True,goed
Brian Smith,2017-10-06,79610 99,True,slecht
Rhonda Harris,2008-05-25,93245 4,True,slecht
Kelly Johnson,2010-07-05,45998 39,True,slecht
Randall Thomas,2008-08-22,64034 10,True,goed
Barbara Gonzalez,2017-07-22,66367 39,False,slecht
Sarah Alexander,2021-05-03,61105 63,False,slecht
Mary Baker,2009-02-26,81434 92,True,slecht
Jessica Rose MD,2014-04-16,32360 41,False,goed
Joseph Rogers,2020-04-26,56729 16,False,slecht
Amber Erickson,2008-02-26,57313 39,True,slecht
Joseph Smith,2022-01-21,48752 17,True,goed
Mr. Clifford Palmer DDS,2007-06-02,30263 77,True,goed
Mrs. Michelle Collins,2020-07-25,15939 95,False,slecht
Margaret Parker,2021-09-05,66576 10,False,slecht
Stacy Wilson,2012-07-30,11085 77,False,slecht
Bill Barnes,2012-10-09,80148 73,False,slecht
Daniel Hunt,2012-10-26,30795 71,False,goed
Zachary Walker,2022-02-25,84376 25,False,goed
Travis Rodriguez,2015-04-27,50054 73,True,slecht
Stacey Hughes,2007-05-12,66413 80,True,slecht
Angela Allen,2011-01-26,10858 75,False,slecht
Patrick Norris,2013-06-25,80135 9,False,slecht
Leslie Hernandez,2021-11-13,52671 45,False,goed
Cindy Blackburn,2019-10-30,58883 88,True,goed
Patricia Aguirre,2004-11-28,85334 21,False,goed
Mr. Ruben Gonzales,2015-08-19,73552 22,False,slecht
Edward Valencia,2009-09-08,10289 35,False,goed
Emily Sanchez,2005-01-22,14515 45,False,slecht
Pamela Stone,2021-11-06,99637 6,False,goed
Vincent Edwards,2007-09-10,67416 25,True,slecht
Amy Dunn,2010-01-14,15321 40,False,slecht
Jennifer Henderson,2012-09-19,39998 41,False,slecht
Matthew Foster,2010-05-24,96953 81,True,slecht
Laura Bean DDS,2016-05-10,38926 52,True,goed
Alice Butler,2007-08-18,16416 71,False,slecht
Heather Harris,2010-11-22,59481 83,True,goed
Amanda Martinez,2021-06-14,70131 40,False,goed
Oscar Cannon,2011-10-02,25809 90,True,slecht
Devin Carr,2014-03-22,77100 86,True,slecht
Martin Stevenson,2018-08-17,50920 88,True,goed
Amy Brown,2018-06-28,76359 73,False,slecht
Jacqueline Kelly,2021-02-14,08770 86,True,goed
Cathy Garcia,2017-02-10,57791 1,True,goed
Kayla Cooper,2013-08-07,25868 84,False,slecht
Roberto Vasquez,2019-04-10,73068 46,True,slecht
Dawn Hendricks,2010-01-04,49929 31,False,slecht
Kimberly Bowers,2013-08-28,94856 57,False,slecht
John Sharp,2005-04-26,47918 92,True,slecht
Brad Gentry,2005-07-08,98973 74,False,slecht
Juan Pruitt,2006-03-07,06801 54,False,slecht
Patrick Ray,2015-06-06,53091 17,True,goed
Bradley Becker,2012-05-30,52111 52,False,slecht
Dr. Daniel Wilcox,2016-10-12,38806 38,True,goed
Kristin Esparza,2012-10-09,58152 86,False,slecht
Alexander Johns,2012-10-14,20058 55,True,goed
Chad Howard,2009-04-30,97609 8,False,goed
Lindsey Hancock,2021-12-20,38812 82,True,goed
Miguel Smith,2015-04-28,07128 89,True,goed
Robert Hill,2022-04-04,38302 8,True,slecht
William Wilson Jr.,2006-08-22,22408 16,False,slecht
Valerie Hogan,2010-01-26,56222 43,False,slecht
Chad Shaffer,2004-12-26,08618 9,True,goed
Cathy Thomas,2016-08-18,33963 13,True,slecht
Alexander Gomez,2007-10-26,94158 49,False,goed
Cynthia Smith,2016-02-04,51052 15,False,slecht
Anthony Boone,2016-08-11,36222 48,True,slecht
Diane Holt,2010-03-29,08523 29,False,slecht
Phyllis Hays,2009-05-09,17737 9,True,goed
Cory Willis,2020-07-10,36550 72,True,goed
Jessica Mercado,2007-09-02,09941 80,False,slecht
Kaitlyn Woodard,2005-06-14,10390 58,True,slecht
Brandon Howell Jr.,2011-09-06,10729 39,False,slecht
Janet Anderson,2008-10-07,81010 57,True,slecht
Cody Park,2012-06-15,41617 5,True,goed
Susan Wilson,2013-06-05,34506 89,False,slecht
Steven Reed,2005-03-20,35654 42,False,goed
Emily Williams,2012-12-30,92653 15,True,slecht
Julie Hamilton,2016-08-10,36716 91,False,slecht
Michele Jones,2020-10-27,48875 11,False,goed
Sarah Hanson,2016-11-12,13898 32,True,goed
Clifford Webb,2006-03-19,64872 38,False,goed
Taylor Davis,2012-04-18,47053 2,False,slecht
Sierra Pruitt,2015-07-27,09058 28,True,slecht
Wanda Johnson,2010-11-03,99048 19,False,goed
Mary Anderson,2015-07-29,45844 78,True,goed
Pamela Thompson,2020-03-19,88241 59,True,goed
Lydia Benson,2019-04-11,95317 62,True,goed
Angela Roberson,2018-04-15,90575 18,True,slecht
Robert Rodriguez,2021-08-19,84725 56,True,slecht
Jeffrey Barnett,2011-11-06,55614 32,False,slecht
Ronald White,2007-06-11,41360 77,True,slecht
Kenneth White,2018-06-14,87956 86,True,slecht
Courtney Brewer,2018-08-12,70181 68,False,goed
Sue Williams,2007-02-16,01161 95,True,slecht
Lisa Duncan,2007-06-27,80819 31,True,goed
Anthony Anderson,2007-05-28,52918 16,True,goed
Julie Kennedy,2021-08-27,52362 74,True,goed
Shannon Santos,2008-09-04,73825 96,False,goed
Dr. Eric Glover,2006-09-17,90145 22,False,slecht
Jason Powell,2006-11-28,15068 71,True,goed
Kimberly Park,2011-11-05,37468 81,True,goed
Ms. Kimberly Tapia DDS,2020-11-01,49598 39,False,goed
Renee Hale,2019-07-08,50479 60,False,slecht
Erika Morris,2014-11-18,67516 10,False,goed
Matthew Young,2014-02-09,78827 56,False,slecht
Monica Ellis MD,2009-05-19,05744 61,True,goed
Mike Gordon,2012-09-24,12544 68,False,slecht
Eugene Cummings,2016-07-09,65400 49,False,goed
Tara Donaldson,2016-04-01,92249 19,True,goed
Michelle Oconnor,2021-06-25,52376 90,True,goed
Steven Phillips,2012-05-04,11178 74,True,slecht
Deborah Anthony,2008-01-02,16445 52,True,goed
Adam Bradshaw,2009-05-15,27415 98,False,goed
Marcus Miller,2006-03-14,91504 99,False,slecht
Bethany Crawford,2010-06-08,54831 100,True,slecht
Kenneth Acosta,2014-07-11,85657 56,False,slecht
Nicholas Daugherty,2007-03-02,43669 18,True,goed
Betty Curry,2018-03-07,26099 38,True,slecht
Alison Stafford,2007-12-23,37962 94,True,slecht
Richard Cervantes,2020-02-05,01553 92,False,slecht
Luis Serrano,2008-11-14,52658 5,True,goed
Gabrielle Moody,2021-08-27,94437 45,True,slecht
Elizabeth Kline,2009-10-31,77019 83,True,goed
Tara Hunt,2007-08-30,82009 83,False,slecht
Justin Hunter,2005-01-12,21928 21,False,goed
Stephanie Good,2016-04-03,97546 28,True,slecht
Robert Dixon,2014-06-02,06002 16,False,slecht
Christine Gonzalez,2006-08-12,89364 97,False,slecht
Daniel Osborne,2006-04-08,75960 66,True,goed
Zachary Schroeder,2004-09-08,66244 53,True,slecht
Katie Nicholson,2008-06-26,33585 91,False,goed
Joseph Perry,2016-11-25,68518 43,True,goed
Donald Bell,2013-02-18,38116 65,True,slecht
Katherine Holland,2014-11-21,57570 85,False,slecht
James Kelly,2005-01-26,69281 70,True,slecht
Melinda Leach,2009-09-12,83764 37,False,goed
Veronica Lynch,2019-11-05,13413 28,False,slecht
Casey Jones,2013-07-18,87239 9,False,slecht
Richard Clark,2016-10-29,09696 54,False,goed
Jerry Hall,2019-05-21,91246 33,True,goed
Matthew Romero,2016-12-03,68879 12,True,goed
Jennifer Ingram,2016-04-18,27946 91,False,goed
Joshua Mccoy,2005-06-04,64485 30,True,goed
William Garrett,2007-09-14,13250 17,False,goed
Isaac Brooks,2015-03-22,84299 78,True,slecht
Christopher Mathis,2019-12-30,43928 82,False,goed
Cynthia Rodriguez,2014-11-05,27401 50,True,goed
Kyle Downs,2013-10-27,72913 80,True,slecht
Kaylee Logan,2019-03-10,07289 9,True,slecht
Jessica Hale,2006-12-05,02381 58,True,slecht
Wendy Nguyen,2019-11-03,56144 90,True,goed
Charlene Smith,2018-11-08,01236 54,False,slecht
George Acevedo,2008-06-17,35906 87,False,slecht
Kevin Baker,2016-02-20,47892 65,False,slecht
Chad Wood,2010-05-02,93299 64,False,goed
Alice Hart,2014-06-30,58829 50,False,goed
Neil Peck,2006-01-27,98754 91,False,slecht
Michael Deleon,2019-11-07,09156 23,False,slecht
Shawna Foster,2010-10-19,21932 80,False,goed
Amanda Potter,2006-09-21,03072 73,True,slecht
Jeremy Miller,2020-01-16,22044 70,True,slecht
Molly Liu,2012-01-06,64511 63,False,slecht
Sarah Deleon,2005-12-22,32812 93,True,goed
Pamela Leonard,2012-12-07,73560 63,False,slecht
Megan Davis,2011-12-23,96364 41,False,slecht
Marcus Carr,2019-08-30,69140 5,False,slecht
Bonnie Campbell,2008-11-26,36252 36,True,slecht
Christina King,2014-12-15,85667 37,True,goed
Christine Lee,2007-11-24,33579 44,True,slecht
Jacqueline Barton,2013-04-26,50171 53,False,goed
Tony Ellis,2019-05-21,96679 59,True,goed
Sarah White,2008-04-26,22577 99,False,goed
Debbie Richardson,2022-02-11,84353 65,False,slecht
Paula Baldwin,2014-09-10,64695 56,True,slecht
Elizabeth Briggs,2015-01-20,80596 92,False,goed
William Kemp,2016-02-20,42572 76,True,slecht
Deanna Skinner,2013-07-29,08772 40,False,slecht
Harold Grant,2010-04-16,50618 84,False,slecht
Alexandria Dougherty,2005-07-05,45107 69,True,goed
Peter Lambert,2007-07-29,80669 47,True,slecht
Mercedes Davis,2013-01-28,34159 5,True,goed
Mark Patterson,2019-04-20,92084 83,True,slecht
Jill Jones,2012-08-29,35165 17,False,slecht
Nicholas Burton,2007-12-01,29478 49,True,slecht
Cynthia Estrada MD,2019-06-25,76838 17,False,goed
Michael Ferguson,2021-03-05,04952 76,True,goed
Jeff Brown,2004-07-24,92497 24,False,goed
Nicholas Ross,2020-09-08,92826 82,True,goed
Mark Rodriguez,2018-10-21,63707 22,True,slecht
Karen Thompson,2019-08-30,99485 74,False,slecht
Travis Ellis,2018-03-07,21786 72,False,goed
Mary Sullivan,2006-02-20,31800 10,False,slecht
Timothy Stevenson,2008-11-20,84520 30,True,slecht
Melvin Nelson,2020-12-07,78293 13,True,goed
Zachary Brown,2005-05-13,15663 86,True,slecht
David Gonzales,2010-10-06,28243 49,False,goed
Michael Nelson,2010-09-18,43465 61,False,goed
Jeffrey Maldonado,2004-11-13,55529 43,True,goed
Daniel Church,2019-02-05,84562 86,True,goed
Hunter Robinson,2006-07-29,16282 78,True,goed
Jack Le,2012-02-19,24048 15,True,goed
Jeffery Smith,2004-11-22,27276 57,False,slecht
Paul Novak,2011-12-14,76923 38,False,slecht
Maria Bentley DDS,2017-01-21,91590 87,True,slecht
Diana Johnson,2014-11-20,45413 100,True,slecht
Crystal Hines,2020-11-25,51554 5,False,slecht
John Johnson,2007-06-12,25328 26,False,slecht
Kenneth Singh,2010-04-06,52543 3,True,slecht
Kathryn Mullen,2012-08-03,71275 87,False,goed
Stephanie Ryan,2008-11-09,14757 69,True,goed
Ivan Wagner,2010-10-04,62455 86,False,goed
David Graham,2018-02-24,79200 92,True,slecht
Tammy Schultz PhD,2004-08-10,05302 66,True,slecht
Kim Hensley,2007-04-10,11412 90,True,slecht
Miguel Perkins,2005-08-24,51162 79,False,goed
James Murphy,2012-02-08,64741 63,False,goed
Miss Christine Terry,2015-08-10,17387 83,False,goed
Emily Moss,2018-02-22,87284 12,False,goed
Nicole Montes,2008-10-06,26017 88,False,goed
Christian Murphy,2009-09-11,13340 66,False,slecht
Lisa Lee,2017-08-21,46557 41,True,goed
Joseph Williams,2004-09-01,26448 99,True,goed
Ryan Baker,2020-06-08,35422 81,False,slecht
Christina Church,2012-04-10,36384 71,False,goed
Kayla Peterson,2013-12-01,66922 47,False,goed
Nicholas Chapman,2006-01-31,12977 92,False,slecht
John Mcpherson,2009-06-21,69199 92,False,slecht
Samantha Williams,2016-08-08,46394 16,False,goed
Bianca Moreno,2018-06-27,04490 4,False,slecht
Willie Bryant,2020-01-08,71413 12,True,slecht
Karen Patel,2005-02-14,80482 46,True,slecht
Melanie Thomas,2020-10-20,86686 6,True,goed
Briana Rogers,2020-01-01,48279 15,False,slecht
Christopher Paul,2021-07-20,86626 86,False,slecht
Edward Reynolds,2015-02-23,75431 17,True,goed
Melissa Gonzalez,2006-11-20,55318 32,True,goed
Christina Carter,2008-04-15,22954 96,True,goed
Andre Carlson,2006-11-05,77682 53,True,goed
Jasmine Garza,2005-10-30,57769 63,False,goed
Nicole Roberts,2016-01-29,43072 91,False,slecht
Austin Rivera,2013-10-14,27449 31,False,slecht
Kaitlyn Luna,2021-05-27,44327 13,True,goed
Mathew Carpenter,2010-05-31,95542 47,False,goed
Sarah Terry,2019-12-19,50521 8,False,goed
Jill Summers,2014-12-11,55523 58,False,slecht
Isaac Rios,2019-03-20,45833 30,False,goed
Timothy Murray,2014-10-06,78940 10,True,slecht
Tracy Hill,2007-10-23,96941 67,True,slecht
Andrea Gonzalez,2008-08-19,39226 62,True,slecht
Angel Prince,2007-01-26,63721 97,False,slecht
Danielle Clark,2021-01-09,38474 59,True,slecht
Kyle Stevens,2008-12-24,05605 87,True,slecht
Mary French,2014-07-13,11364 81,False,slecht
Rebecca Fowler,2020-11-21,86721 38,True,goed
Jesus Watson,2016-09-30,30138 64,True,goed
Amy Little,2019-09-21,44780 1,True,goed
Gregory Perkins,2017-11-25,57945 49,False,goed
Roberto Guerrero,2013-04-26,56717 8,True,slecht
Cheyenne Nelson,2021-07-19,12083 33,False,goed
Billy Lane,2007-10-19,51659 32,False,slecht
Regina Jacobson,2006-06-19,45514 44,True,goed
Karen Hernandez,2016-05-28,06606 2,False,slecht
Mr. Travis Blankenship,2013-05-27,78460 55,False,goed
Robert Miller,2009-08-20,83042 3,False,slecht
Linda Parker,2021-06-15,86883 41,True,slecht
Anthony Costa,2021-11-13,94963 93,False,goed
Dana Martinez,2020-01-18,18321 20,True,goed
Jamie Peterson,2015-08-20,49005 67,True,slecht
Linda Maldonado,2011-09-01,88864 59,True,slecht
Frederick Sanford,2005-01-20,54170 32,False,slecht
Thomas Johnson,2015-03-31,90111 46,True,goed
Jill Flynn,2006-10-21,74652 89,False,slecht
Matthew Glover,2013-07-26,38533 4,True,slecht
Rebecca Burton,2012-02-04,91934 29,False,goed
Sharon Jimenez,2016-01-14,37072 99,True,goed
Jacob Randall,2012-04-18,39342 28,True,slecht
Daniel Chavez,2020-10-18,22179 81,True,slecht
Theodore Smith,2012-06-15,35223 58,True,slecht
Christina Merritt,2005-06-16,40463 88,False,goed
Mr. Miguel Robinson III,2011-09-12,58329 13,False,slecht
Kaitlin Ayers,2015-03-28,51704 14,False,slecht
Michelle Mcgrath,2021-04-12,27506 6,True,goed
Tyler Rodriguez,2011-06-02,29799 49,False,goed
Sarah Medina,2007-08-01,54535 45,False,goed
Brian Woodard,2021-08-18,41425 97,True,goed
Anne Johnson,2018-06-22,65262 52,False,goed
Lori Perkins,2007-08-15,24733 20,False,slecht
Steven Simmons,2013-06-23,46685 64,False,slecht
Ronald Bryant,2015-07-23,94373 54,False,goed
Todd Butler,2021-05-12,29261 7,False,slecht
Heather Stewart,2019-06-13,78561 21,True,goed
Anthony Gonzalez,2021-07-27,13730 19,True,goed
Jeffrey Valencia,2020-11-20,16812 31,False,goed
Pam Stevens,2013-02-15,79519 51,False,goed
Devon Woods,2019-07-28,46828 1,True,goed
Michael Dixon,2016-04-20,88204 90,True,goed
Gina Gomez,2017-09-23,51787 73,False,goed
James Hines,2021-06-18,80583 91,True,goed
Angela Wilson,2021-02-06,56944 79,True,goed
Stephanie Mitchell,2020-01-08,08175 38,False,slecht
Charlene Perez,2018-09-03,95475 83,False,goed
Jennifer Perez,2016-08-24,32653 80,True,slecht
Linda Alvarez,2019-04-15,50366 61,True,slecht
Evelyn Russo,2005-01-31,24608 21,True,slecht
Christopher Chapman,2021-01-13,04144 80,False,slecht
Kathryn Harmon,2011-03-09,62374 32,True,goed
Dr. Richard Valencia,2013-12-15,70625 17,True,slecht
Jessica Carter,2017-01-25,82343 54,False,slecht
Cheryl Hess,2005-04-28,77205 36,False,slecht
Elizabeth Moreno,2017-07-02,71391 15,False,goed
Wyatt Coleman,2010-12-20,12429 12,True,goed
David Hooper,2007-04-13,82600 31,False,goed
Savannah Barton,2015-12-27,03570 35,True,slecht
Amanda Erickson,2021-12-22,70969 16,True,goed
Mario Villa,2020-05-24,43729 52,True,slecht
Craig Woods,2017-12-16,62665 46,False,goed
Kristen Jones,2016-07-31,60010 36,True,slecht
Katherine Harrison,2007-11-26,66325 67,False,slecht
Jasmine Henry,2009-10-06,48627 9,False,slecht
Richard Mason,2005-02-12,59266 1,False,slecht
Robert Ochoa,2018-09-22,51466 99,True,slecht
Erica Everett,2009-06-04,74223 96,False,slecht
Michele Jarvis,2022-04-01,59637 15,True,slecht
Daniel Kline,2015-10-12,32115 3,True,goed
Mariah Shea,2018-04-24,36306 1,True,goed
Jenna Kennedy,2019-11-06,70406 38,True,goed
Ralph Hutchinson,2007-06-20,08377 30,False,slecht
Brian Gates,2015-03-13,29803 97,True,goed
Benjamin Mccarthy,2006-07-05,59503 29,False,slecht
Jon Jackson,2018-09-27,95188 17,True,goed
Jennifer Cox,2017-05-13,76186 88,True,goed
Andrew Baker,2020-05-08,27621 85,False,goed
Jessica Green,2016-12-25,52395 34,True,goed
Jennifer Barker,2008-05-04,95580 52,True,goed
Jamie Carlson,2013-07-13,13903 98,False,slecht
Morgan Bryan,2004-11-02,36848 14,True,slecht
Amanda Johnson,2018-04-12,79248 36,True,goed
James Wilkerson,2010-04-11,32990 19,True,goed
Christina Cohen,2021-06-30,92261 29,True,goed
Robert Mack,2004-06-03,73275 83,True,slecht
Jerry Holloway,2013-12-15,01171 47,False,slecht
Ruben Long,2012-11-30,43027 96,True,slecht
Caroline Arnold,2010-05-16,47615 59,False,slecht
Matthew Williams,2014-11-04,49099 5,True,goed
Jesse Williams,2015-05-08,44257 97,False,slecht
Christopher Brown,2015-07-21,51949 24,False,slecht
Katie Thompson,2020-09-14,11356 4,False,goed
Shari Gomez,2014-08-29,50682 42,False,slecht
Jennifer Walsh,2016-01-26,10796 46,True,goed
David Blackburn,2012-11-09,52736 60,False,goed
Micheal Watson,2018-02-28,77774 95,True,goed
Timothy Ford,2020-10-10,72147 87,True,slecht
Heather Jones,2017-02-08,96428 65,True,slecht
Valerie Hall,2017-11-19,66649 95,True,goed
Michelle Thomas,2017-10-31,76361 22,True,slecht
Danielle Campbell,2010-04-04,66952 20,False,slecht
John Moore,2016-05-01,90176 8,False,slecht
Joshua Davis,2012-11-21,35914 31,True,slecht
Heather Rodriguez,2013-11-16,50421 30,True,goed
Kimberly Olson,2005-08-25,01474 86,False,slecht
Erin Barnett,2006-07-14,85806 12,False,slecht
Brian Stewart,2017-07-04,95561 10,False,slecht
Mr. Jeffrey Robles,2022-04-27,48500 43,True,slecht
Vanessa Oneill,2019-10-19,71566 63,False,slecht
Kathleen Peterson,2020-01-05,42716 2,True,goed
Jennifer Dunn,2005-12-20,32186 80,False,slecht
Tina Price,2019-05-25,98046 65,False,goed
Douglas Davis,2015-11-25,33884 5,True,goed
Carlos Kim,2013-05-03,78539 94,False,goed
Kayla Alvarez,2006-12-30,81842 88,True,slecht
Christian Barnett,2014-06-11,06851 70,True,slecht
Christopher Bradford,2014-06-07,58254 3,False,slecht
Danny Kennedy,2019-11-29,69079 57,False,goed
Anthony Carpenter,2006-11-19,94972 32,True,slecht
Christopher Cline,2007-04-13,34424 89,False,slecht
Sara Holland,2021-09-18,78945 46,True,goed
Nathan Johnston,2014-10-17,95613 20,False,goed
Christopher Hobbs,2008-03-14,36287 86,True,slecht
Desiree Clark,2006-07-15,72516 99,True,slecht
Jeff Campbell,2016-05-26,92581 48,False,goed
John Hartman,2019-01-04,98560 19,False,slecht
Pamela Horn,2007-02-05,77500 1,False,goed
Mrs. Grace Bowen,2019-10-06,85795 24,False,goed
Tonya Jackson,2016-01-28,97486 85,True,goed
Robert Avila,2005-04-11,02881 21,True,slecht
Cheryl Morgan,2019-08-10,96871 72,False,goed
Douglas Bishop,2013-10-09,23317 17,True,slecht
Kyle Beck,2016-02-02,15158 31,False,goed
Tami Clark,2015-02-01,34939 72,False,goed
Christopher Anderson,2012-05-21,45014 86,False,goed
Catherine Huynh,2015-09-19,02324 59,False,slecht
Bryan Johnson,2018-05-08,53393 66,True,goed
Amanda Jones,2015-06-30,92448 70,False,goed
Douglas Hoffman,2010-11-01,72861 43,False,slecht
Danielle Cooper,2018-09-12,48618 71,True,goed
Gregory Leonard,2005-10-30,48763 54,True,goed
Marcus Robertson,2009-09-21,84762 85,False,goed
David Barrera,2015-06-15,08542 29,True,goed
Kristy Mckinney,2013-07-09,48166 88,True,slecht
Samuel Young,2004-11-23,99242 76,False,slecht
Paul Nelson,2015-11-17,38805 19,False,slecht
Todd Kelley,2018-04-03,24599 35,False,goed
Stephanie Dawson,2006-04-23,16065 55,True,slecht
Timothy Smith,2018-10-06,16977 46,False,goed
Jose Bradford,2011-08-01,29970 11,True,goed
Luke Morgan,2005-06-02,26689 25,True,goed
Benjamin Gray,2014-09-13,65411 82,True,slecht
Kathryn Pierce,2013-09-04,93623 43,False,slecht
Jennifer Wright,2005-09-29,49638 98,False,slecht
Elizabeth Barnett,2007-07-31,69674 71,False,slecht
Dennis Fisher,2020-10-03,84209 33,True,goed
Mark Diaz,2005-05-19,61994 51,False,goed
Cassandra Thompson,2022-01-23,47427 55,False,slecht
Alexandria Rogers,2020-08-12,66634 48,False,goed
Patricia Brewer,2021-05-14,37842 96,False,goed
Morgan Payne,2013-07-27,09997 59,True,goed
Susan Mccoy,2017-07-15,52301 78,False,goed
Jeremy Harrison,2020-08-17,33672 43,False,goed
Natasha Baker,2015-02-19,20589 84,False,slecht
Trevor Evans,2008-07-08,39790 75,True,slecht
Laura Romero,2019-01-10,50924 38,False,slecht
Susan Cisneros,2010-07-14,15935 11,True,goed
Jessica Zamora,2012-10-11,20948 19,False,goed
Matthew Garrison,2004-06-23,21900 15,False,slecht
Lisa Rose,2014-07-28,56056 63,False,goed
Melvin Freeman,2022-02-02,30301 53,True,slecht
Ashley Bowers,2006-12-31,21937 32,False,slecht
Elaine Ryan,2017-12-09,95244 11,True,slecht
Mark Hunt,2020-11-19,84344 91,False,slecht
Jeremy Kelly,2009-10-27,27036 97,True,goed
Logan Novak,2012-08-23,82171 40,False,slecht
Douglas Harris,2017-05-27,63315 54,False,slecht
Felicia Chavez,2011-09-30,33965 87,True,goed
Kevin Meza,2012-10-05,27100 8,False,goed
Shelby Greene,2018-06-07,81815 72,False,slecht
Jennifer Cross,2016-11-29,98880 41,False,slecht
Christina Johnson,2020-01-07,88560 95,True,goed
Jeffrey White,2015-12-19,34554 80,True,slecht
Amy Jenkins,2014-06-29,94202 46,True,goed
Valerie Taylor,2013-07-11,49144 56,True,goed
Jared Hays,2006-02-25,69230 56,True,slecht
David Martinez,2021-05-26,32928 46,False,goed
Scott Oliver,2014-02-13,84136 87,True,goed
Kyle Morris,2017-03-12,16034 61,True,goed
Andrew Ryan,2018-06-18,64566 43,False,goed
Melanie Sanders,2008-07-17,80408 79,True,goed
Denise Cannon,2021-02-24,45170 90,True,slecht
Phillip Gonzalez,2010-11-20,40987 9,True,slecht
Elizabeth Durham MD,2012-05-17,60486 15,True,goed
Michelle Warren,2018-04-14,98043 2,True,slecht
Carla Rogers,2007-05-07,66985 95,True,goed
Samuel Peters,2019-02-14,90076 94,False,goed
Brian Hendrix,2013-05-25,83064 67,False,goed
Jacob Finley,2020-06-18,74468 43,True,goed
Julie Clayton,2019-02-07,04911 84,True,goed
Stacey Gonzalez,2009-03-30,96199 70,True,slecht
Lisa Dominguez,2018-11-28,14806 90,False,goed
Mr. Robert Mcmillan,2010-07-18,72193 45,False,slecht
Scott Farmer,2012-09-14,40478 49,True,goed
Michael Guzman,2012-08-31,89219 36,False,goed
Michael Stokes,2010-04-22,40694 69,False,slecht
Mark Crosby,2015-12-01,86426 49,True,slecht
Mikayla Collins,2020-03-14,69164 81,False,slecht
Kyle Coleman,2021-12-07,10313 12,False,slecht
Kyle Holmes,2019-08-08,48822 41,True,slecht
Melissa Walker,2011-01-21,70674 6,False,goed
Sydney Thomas,2021-09-16,47787 35,True,goed
Melissa Reynolds,2021-12-17,64630 19,False,slecht
Stephanie Anderson,2019-03-20,14664 98,True,slecht
Jennifer Short,2006-08-24,58547 1,False,slecht
Fernando Bryant,2010-02-04,06408 79,False,goed
Jo Perry,2017-06-11,98768 71,False,slecht
Michael Leonard,2012-08-22,30899 6,False,slecht
Gloria Phillips,2011-08-10,83576 27,False,goed
Brianna Mcmillan,2005-12-08,17621 97,True,slecht
Jeanne Rubio,2008-06-16,03330 92,False,slecht
Daniel Gaines,2011-06-13,18459 54,True,slecht
Sheena Miller,2009-03-13,15217 19,False,slecht
Chris Diaz,2010-04-23,14955 14,False,goed
Catherine Stark,2018-02-01,05390 56,False,slecht
Daryl Brown,2006-03-10,51304 81,False,slecht
Wendy Jackson,2011-07-28,54769 3,False,slecht
Megan Rios,2016-07-17,32576 12,False,slecht
Mrs. Pamela Johnson,2021-04-04,31832 22,False,slecht
Charles Williams,2019-10-16,49028 26,True,slecht
Michelle Morgan,2009-12-15,95455 92,True,goed
Manuel Ellis,2006-08-15,17509 14,False,goed
Lisa Rogers,2013-05-26,28377 82,False,goed
Keith Reese,2020-10-02,36942 78,True,goed
Alexander Carter,2009-12-21,20872 61,True,goed
Brian Smith,2008-05-15,29704 51,True,goed
