naam,geboortedata,Postcode,gift_given,gedrag
Dorothy Buck,2012-01-07,36066 54,True,goed
John Mckay,2016-03-07,26341 48,False,slecht
Philip Davis,2010-08-31,55024 100,True,slecht
Jennifer Silva,2015-03-15,90981 97,True,slecht
Mary Giles,2020-05-30,43417 83,True,goed
Brendan Blanchard,2011-03-10,67399 57,True,goed
Sara Roberts,2007-10-03,76012 8,True,goed
Nicole Nash,2020-05-19,65649 68,True,goed
Nicole Barber,2009-03-20,12848 48,False,slecht
Holly Hurst,2008-12-24,15760 97,True,slecht
Ms. Patricia Daniel,2017-02-20,07872 12,False,goed
Lisa Williams,2011-02-02,32371 30,False,goed
James Chung,2004-08-10,92431 11,False,slecht
Ann Smith,2006-11-16,60965 58,False,goed
Jerry Mccann,2014-04-29,10936 80,False,goed
Alexander Clark,2014-12-30,98604 11,True,slecht
Karen Williamson,2017-10-28,38156 32,True,slecht
Roger Swanson,2020-03-18,07375 83,False,goed
Mary Clark,2016-01-02,01578 60,True,goed
Emily Young,2009-05-20,77242 88,True,slecht
Joshua Norton,2005-12-11,84779 45,False,goed
Kenneth Hill,2021-05-23,91136 87,False,slecht
Diane Welch,2020-02-08,83985 76,True,goed
Benjamin Madden,2020-07-17,82199 22,False,goed
Stacy Allen,2022-01-11,14091 34,True,slecht
Antonio Bullock,2011-09-02,08298 89,False,slecht
Robert Smith,2015-01-21,41327 48,False,slecht
Charles Palmer,2022-02-16,93448 34,False,slecht
Jeffrey Carroll,2005-03-30,28943 38,False,slecht
Melissa Sparks,2022-04-05,74042 50,False,slecht
Danny Silva,2011-12-26,03006 54,False,slecht
Kathleen Lopez,2010-02-22,72985 19,False,slecht
Christopher Matthews,2007-05-22,99134 7,True,goed
Marissa Le,2013-06-21,89625 41,False,goed
Daniel Logan,2016-12-23,91511 92,True,goed
Thomas Gray,2008-06-28,01184 35,False,goed
Angela Bishop,2010-04-16,16696 12,True,goed
Bryan Sanders,2015-03-14,02429 3,True,goed
Joshua Alvarez,2022-01-31,08219 70,True,goed
William Phillips,2020-12-25,67042 85,False,goed
Timothy Henry,2004-09-07,58756 96,False,slecht
Todd Swanson,2010-03-09,32462 53,False,goed
Maureen Edwards,2021-09-18,11198 66,False,goed
Nicholas Allen,2018-06-26,44850 78,True,goed
Leah Nelson,2015-01-15,48135 19,False,goed
Brandon Mitchell,2009-09-14,15722 30,True,goed
Michael Huber,2004-10-18,06992 54,False,goed
Tony Kline,2021-04-21,77446 3,False,slecht
Chelsea Clark,2012-11-27,25317 58,False,goed
Dillon Green,2022-03-14,77619 20,False,goed
Amy Wheeler,2010-03-23,22119 1,False,slecht
Kelly Garcia,2004-11-11,59069 77,False,slecht
Krista Lopez,2021-08-06,19828 77,True,goed
Malik Robinson,2019-05-11,94539 38,True,slecht
Peter Ramos,2012-03-01,53611 38,False,slecht
Jeffery Lamb DDS,2009-01-21,44435 79,False,goed
Destiny Owens,2013-03-26,33279 79,False,goed
Michael Velez,2013-10-02,26537 80,False,slecht
Joseph Hughes,2014-01-02,16440 67,False,slecht
Julie Brown,2013-01-11,93647 82,False,goed
Gary Jones,2021-04-29,09367 86,True,goed
Michelle Terry,2006-03-20,41973 72,True,goed
Timothy Ortiz,2019-01-14,20421 67,True,goed
Raymond Moore,2007-05-30,14942 48,False,slecht
Blake Whitehead,2011-10-15,97923 12,True,slecht
Calvin Miller,2015-05-23,10835 78,False,slecht
Steven Johnson,2013-11-23,57579 33,False,goed
Adam Harrison,2018-11-13,86956 52,False,goed
Eric Roberts,2009-03-12,30401 50,True,goed
Margaret Cole,2017-12-21,92411 20,True,slecht
Timothy Novak,2019-12-23,20055 40,False,goed
Lydia Williams,2012-11-16,76589 72,True,goed
Tyrone Cowan,2007-07-26,05406 80,False,goed
Laura Andrade,2012-06-07,35387 72,False,slecht
Terry Steele,2015-06-18,41326 63,True,goed
Karen Alvarez,2012-08-01,70817 56,False,goed
Daniel Lopez,2021-03-17,81056 48,True,goed
Anna Allen,2004-12-07,76324 90,False,slecht
Amber Lawrence,2006-02-10,66209 47,False,slecht
Jason Stone,2019-06-08,26795 26,True,slecht
Andrew Garcia,2006-06-20,23275 37,True,goed
Rebecca Obrien,2007-12-24,39701 54,True,goed
Fernando Dunn,2014-05-23,38360 29,False,slecht
Tyler Webster,2009-11-13,16816 52,True,slecht
Karen Green,2010-12-23,09174 75,False,slecht
Shelby Morris,2006-08-30,27200 24,False,goed
Devin Alexander,2012-06-01,41638 42,True,goed
Kevin Beard,2008-02-02,75967 93,True,slecht
Amy Newman,2007-07-02,78374 73,False,goed
Glenn Lam,2014-06-04,14566 33,True,goed
Christopher Schmidt,2019-07-10,84508 62,True,goed
Crystal Allen,2015-02-20,50583 8,True,slecht
John Weiss,2021-01-09,65704 86,False,goed
Melissa Phillips,2017-02-12,27260 51,True,slecht
Shawn Ferguson,2005-04-16,28490 78,True,slecht
William Rice,2016-09-03,39589 50,True,goed
Brandi Thomas,2005-03-31,00761 3,False,slecht
Aaron Martinez,2005-02-25,02285 96,True,slecht
Holly Doyle,2018-11-21,84929 77,False,goed
Beth Adams,2006-12-29,95677 34,True,goed
Randy Miller,2006-04-18,78824 52,False,slecht
Julie Reed DDS,2005-08-11,58974 28,False,slecht
Michelle Park,2013-08-18,14035 93,False,slecht
Thomas Lang,2008-06-13,26109 26,True,slecht
Richard Warren,2019-07-29,24534 66,True,slecht
Brittany Rojas,2004-06-25,43958 82,False,goed
Matthew Freeman,2006-11-10,29941 81,False,slecht
Laura Delgado,2005-06-21,58650 73,True,slecht
Amanda Austin,2012-04-02,62866 87,True,slecht
Kimberly Mcdonald,2015-09-30,29440 100,True,slecht
Rachel Stewart,2018-05-29,70478 78,True,slecht
Marcus Gomez,2017-03-01,59028 67,True,slecht
David Flores,2005-10-20,68013 82,False,goed
Elizabeth Lee,2018-04-25,08415 62,False,slecht
John Odonnell,2009-08-16,65389 46,False,slecht
Marcus Flynn,2005-11-05,15688 47,True,slecht
Brandy Potts,2014-09-20,81343 19,False,goed
Logan Garrett,2014-09-28,85158 59,False,slecht
Melissa Richardson,2021-08-05,82387 23,False,slecht
Amy Edwards,2007-02-09,34685 22,False,goed
Dr. Michael Wells,2013-06-03,77857 15,False,slecht
Robert Smith,2011-05-16,21794 100,True,goed
Susan Walls MD,2018-09-19,70588 63,False,slecht
Nicholas Morris,2008-11-13,40091 51,False,goed
Joseph Murphy,2010-07-12,71691 31,True,slecht
Lisa Carr,2006-05-23,46611 98,False,goed
Dawn Cabrera,2008-01-17,50297 33,False,slecht
Paul Anderson MD,2009-10-03,57946 78,True,goed
Ethan Adams,2008-08-13,80814 66,True,goed
Kendra Hall,2007-08-09,35768 92,False,slecht
Margaret Young,2013-03-11,33623 77,False,goed
Richard Carlson,2009-12-25,68178 56,False,slecht
Daniel Rojas,2017-06-25,89363 15,True,slecht
Katelyn Murray,2011-03-04,66632 58,False,slecht
Kimberly Hart,2022-03-14,94101 65,False,slecht
Christopher Scott,2006-09-03,63420 78,False,goed
William Stark,2015-12-16,50004 31,True,slecht
Abigail Hogan,2006-07-06,32037 90,False,goed
Christopher Wallace,2008-06-25,94760 45,True,goed
Anne Gutierrez,2021-04-14,81819 65,False,goed
Michele Ortega,2017-06-14,23328 100,False,goed
Alvin Weber,2016-11-22,81272 57,False,slecht
Maria Simon,2006-07-24,70463 67,True,slecht
Wesley Chase,2006-10-19,02204 9,True,slecht
Tiffany Keller,2005-10-20,93650 43,False,goed
Patricia Jackson,2013-07-12,52443 99,True,goed
Kathryn Pennington,2014-12-28,64275 48,True,slecht
Hannah Maldonado,2019-02-05,31886 78,False,slecht
Linda Cochran,2005-03-14,17592 69,False,goed
Bradley Shepherd,2019-10-13,49410 39,False,slecht
Laura Brown,2014-08-20,47805 46,False,slecht
Ann Jensen,2009-08-24,10350 86,False,goed
Patrick Williams,2009-05-12,53708 45,False,goed
Kelly Edwards,2019-07-30,74620 73,True,goed
Theodore Hardy,2011-12-31,13784 10,False,goed
Michelle Rodriguez,2008-11-18,73705 52,True,goed
Tara Hogan,2017-12-24,99410 4,False,slecht
Ashley Yoder,2021-03-28,73500 7,False,slecht
Linda Pierce,2008-05-06,80832 55,False,goed
Valerie Joseph,2009-07-14,48945 95,True,goed
Mark Davis,2009-08-08,35153 92,False,goed
Michael Crawford,2021-07-09,83384 26,False,goed
Laura Thomas,2007-07-04,05893 66,False,goed
Joseph Johnson,2011-12-10,35736 58,False,slecht
Elizabeth Foster,2020-03-04,75094 75,False,slecht
Ariel Young,2021-07-21,32611 49,False,goed
Erica Sims,2015-08-24,95517 86,True,goed
Jerry Hanson,2015-07-30,11440 68,True,slecht
Carla Hughes,2021-10-31,56343 12,True,slecht
Robert Montgomery,2018-12-02,47893 88,True,goed
Tony Osborn,2012-11-30,91148 23,False,slecht
Hannah Frost,2017-04-03,42113 8,False,goed
April Fernandez,2009-09-05,51814 75,True,slecht
Austin Clay,2010-07-28,74376 11,True,slecht
Christopher Hicks,2012-01-02,88291 51,False,goed
William Myers,2012-06-22,76812 82,False,goed
Anne Smith,2005-07-28,68494 17,True,slecht
Spencer Simpson,2008-01-11,62492 90,True,slecht
Adam Zimmerman,2012-09-09,46342 68,True,slecht
Brandi Smith,2020-07-07,66241 8,True,slecht
Kristina Mills,2006-08-01,39514 42,True,slecht
Shelby Black,2010-05-03,26973 22,False,goed
Sandra Mullins,2010-07-04,29981 39,True,slecht
Linda Kelly,2014-05-26,87657 28,False,slecht
Kerry Hart,2014-06-22,38389 78,False,slecht
Jose Meyer,2019-05-30,81791 57,True,slecht
Michael Phillips,2010-04-23,50004 52,False,slecht
David Campbell,2009-07-30,37849 36,True,slecht
Andrea Thompson,2011-12-01,92094 40,True,slecht
Julie Carr,2013-05-22,97334 90,True,slecht
Larry Brooks,2005-05-19,02670 44,False,goed
Alvin Johnson,2016-12-21,54664 49,True,goed
Katrina Williams,2007-10-10,30794 65,True,slecht
Donna Schneider,2017-09-06,34573 22,False,goed
Taylor Harvey,2011-12-08,80422 82,False,goed
Dylan Ross,2020-07-12,68044 56,False,goed
Andrew Campos,2006-08-15,79758 56,False,slecht
Rebecca Lambert,2012-10-26,18545 11,False,goed
Ricky Zavala,2021-03-18,69153 63,False,slecht
Ashley Butler,2013-05-28,31453 46,False,goed
Anthony Patel,2012-10-25,44088 23,True,goed
Sergio Edwards,2007-07-26,74249 95,True,goed
Michael Mack,2020-12-02,96545 1,True,goed
Sherry Long,2019-04-18,90896 84,True,goed
Rachel Ray,2006-08-04,73626 33,True,goed
Denise Harrington,2005-09-27,87273 97,False,slecht
Casey Wong,2006-03-18,65634 26,False,goed
Heather Brady,2017-08-29,22734 53,False,goed
Frances Mcbride,2018-01-11,79540 7,True,slecht
Barry Lambert,2010-10-07,76992 48,True,slecht
Cynthia Mcdonald,2013-04-13,65849 62,False,goed
Mary Howard,2016-06-20,02761 43,False,slecht
Nathan Davis,2015-09-13,66548 39,False,slecht
Wanda Hernandez,2009-03-07,51343 13,True,goed
Ashley Benjamin,2009-03-16,57787 65,True,slecht
Jesse Barker,2012-12-15,42186 27,False,goed
Stacy Floyd,2010-08-30,52546 20,False,goed
Justin Mooney,2015-04-13,87562 100,False,goed
Tony George,2011-06-07,49462 87,True,goed
Andrea Ryan,2015-12-28,94384 2,False,goed
Tammy Koch,2004-08-05,98639 26,True,goed
Deborah Norris,2012-05-05,34360 24,False,goed
William Bennett,2019-07-03,61902 45,True,goed
John Delgado,2020-05-11,12033 79,True,goed
Andrew Schwartz,2016-05-08,51042 19,True,slecht
William Morgan,2018-05-30,29491 80,True,slecht
Kevin Doyle,2009-01-20,72347 3,True,goed
Maria Meadows,2019-08-24,56322 44,True,slecht
Dylan Burton,2021-09-03,30870 60,False,goed
Edward Carter,2020-07-22,52670 72,False,goed
Julia Barnes,2017-04-21,46930 18,False,slecht
Thomas Winters,2014-11-29,11587 60,False,goed
Douglas Davis,2007-12-18,66423 27,True,slecht
Matthew Williams,2007-09-08,48880 81,True,slecht
Isabella Lopez,2020-06-17,41046 39,True,slecht
Christine Robinson,2010-05-11,89034 31,True,goed
David Ewing,2015-09-14,88176 69,True,slecht
Alexander Horn,2017-10-16,08968 2,False,goed
Jeremy Herrera,2012-05-19,53399 71,False,slecht
Robert Skinner,2006-01-15,74234 14,True,goed
Randall Rich,2012-04-18,85626 23,False,goed
Kevin Chapman,2007-12-22,50956 70,True,goed
Tanner Ward,2012-09-02,78714 69,True,goed
Leslie Wright,2011-12-10,43185 12,False,slecht
Jennifer Luna,2022-04-02,92851 26,False,goed
Sheri Morrison,2020-09-07,69897 90,True,goed
Mark Lopez,2016-02-23,52080 29,False,slecht
Nicholas Lynch,2021-03-25,32532 42,False,goed
Derek Collins,2011-02-13,85488 70,True,goed
Rick Martinez,2010-08-15,75201 22,False,goed
Monique Schultz,2021-09-24,32421 74,False,goed
Lori Carter,2007-09-13,09277 87,True,slecht
Dennis Myers,2005-08-11,40586 37,True,goed
Steven Bishop Jr.,2020-02-01,84910 88,True,slecht
Matthew Anderson,2010-01-11,25318 5,False,slecht
Ashley Love,2015-11-18,45793 54,False,slecht
Cynthia Christensen,2008-01-28,77911 6,True,slecht
Todd Rodriguez,2018-08-01,76852 100,True,goed
Mr. Nathaniel Harris,2004-06-07,01213 49,True,slecht
Gail Snyder,2011-02-06,87248 68,False,goed
Andrew Martinez,2015-06-03,25920 54,True,slecht
Michael Collins,2006-08-23,50735 45,True,slecht
Anna Webb,2008-02-03,12487 54,True,slecht
Sandy Salinas,2016-07-01,46156 76,True,goed
Rhonda Christensen,2010-02-07,56938 56,True,slecht
Michael Paul,2015-01-17,02761 53,False,slecht
Brad Hudson,2018-07-28,77383 31,False,goed
Renee Small,2007-09-25,98997 19,False,slecht
Shaun Spencer,2016-10-12,14451 46,False,goed
Mr. Jeffery Scott,2014-11-06,55833 89,False,goed
Matthew Butler,2010-01-12,58610 29,False,goed
Michael Lopez,2017-02-09,54554 54,True,slecht
Julia Garcia,2016-12-23,65537 54,False,goed
Dr. Anthony Sanchez DDS,2004-10-16,67850 100,False,slecht
Erik Atkinson,2020-12-11,50440 21,True,slecht
John Cochran,2007-07-24,59835 90,False,slecht
John Dyer,2008-05-17,96037 30,True,slecht
Heidi Hansen,2004-06-16,50328 86,False,goed
Troy Rice,2019-08-06,91856 35,True,slecht
Jose Johnson,2020-01-24,28362 64,False,goed
Sharon Dickson,2007-02-28,50340 95,False,goed
Robert Green,2010-09-27,93270 61,False,slecht
Gwendolyn Mckay,2006-06-01,47099 61,True,slecht
Cameron Miller,2008-06-10,32091 85,False,goed
Kelly Montgomery,2019-10-21,58537 93,False,slecht
Jesse Adams,2009-03-16,24198 99,False,slecht
Christopher Morris,2018-05-05,69893 37,False,goed
Amy Hull,2010-10-21,91433 80,False,slecht
Kristin Ray,2017-02-12,06499 50,True,slecht
Rachel Hall,2015-08-06,74838 11,False,goed
Danielle Middleton,2018-02-26,67052 42,False,goed
Suzanne Mullen,2005-07-23,09854 13,True,slecht
Sarah Garcia,2021-10-03,78671 67,False,goed
William Chavez,2013-05-06,32724 13,False,slecht
James Brown,2007-05-14,62297 22,True,goed
Mark Brown,2011-10-20,00774 22,True,slecht
Kristi Gonzales,2021-08-26,31285 53,True,goed
Joshua Anderson,2009-02-08,34861 14,False,goed
Julian Benson,2018-12-25,28570 14,False,slecht
Jim Ruiz,2005-01-22,49433 46,True,slecht
Claudia Dominguez,2018-08-26,23894 34,True,slecht
William Martin,2011-04-21,27600 68,False,slecht
Trevor Wright,2019-02-06,85165 74,False,slecht
Dr. Joseph Herring,2005-06-28,81771 72,False,slecht
George Burke,2015-07-30,03811 38,True,slecht
Tanya Clark,2008-05-02,80578 21,False,goed
Jesus Jackson,2012-07-30,46721 19,False,goed
Amber Bell,2009-08-16,28788 96,True,goed
Kristen Brown,2007-11-14,68251 42,True,slecht
Mark Mcdonald,2004-11-17,08916 75,True,goed
Leah Cruz,2007-07-15,52628 78,False,goed
Kimberly Wall,2020-03-14,17653 28,False,slecht
Joan Warren,2014-01-20,32876 81,True,goed
Holly Garcia,2018-12-02,73357 77,False,slecht
Jason Doyle,2016-04-15,79549 83,False,slecht
Jasmine Mclean,2009-09-05,77328 54,True,slecht
Michael Lewis,2021-07-09,53515 60,False,goed
Kristin Dunn,2007-06-24,21177 55,False,slecht
Allen Riley,2015-06-30,19443 34,True,goed
Cynthia Smith,2018-06-17,71383 23,True,goed
Theresa Cuevas,2011-03-23,72646 82,True,slecht
Kari Marquez,2005-11-15,03631 2,False,goed
Rebecca Lam,2015-08-15,24928 32,True,slecht
Kimberly Hayes,2005-04-05,75126 44,False,goed
Jonathan Young,2019-10-16,69533 99,False,goed
Jennifer Odom,2007-04-04,80879 20,False,goed
Brandi Holland,2017-04-12,96372 32,False,slecht
Jonathan Martinez,2005-10-06,61592 3,False,slecht
Emily Clark,2006-07-02,98973 48,False,slecht
Kevin Wilson,2007-10-22,36715 17,True,goed
Darren Wilson,2006-10-03,39614 62,True,slecht
Mary Faulkner,2019-02-06,91207 39,True,goed
Nancy Jarvis,2012-02-03,30964 77,False,goed
Kristi Friedman,2016-04-15,75578 34,True,slecht
Travis Sandoval,2013-10-23,66363 15,False,goed
Christina Rodriguez,2009-01-30,64100 66,False,goed
Samantha Chavez,2009-06-30,86667 58,False,slecht
Peter Giles,2007-11-10,39473 27,False,goed
David Fleming,2021-07-22,85229 59,True,goed
Steven Mendez,2015-01-29,89672 32,True,slecht
Logan Mcguire,2018-03-18,82686 8,True,goed
Vincent Yates MD,2012-05-31,46815 78,False,goed
Benjamin Alexander,2014-09-14,92482 62,False,slecht
Emily Lewis,2011-06-04,83027 83,True,goed
Tiffany Chavez,2009-08-17,80836 59,True,slecht
Cathy Arias,2010-08-17,63250 57,False,slecht
James Castro,2005-03-03,03166 45,True,goed
Christina Grimes,2015-02-05,76255 48,True,slecht
Patricia Patterson,2005-01-06,71173 98,False,slecht
Michelle Garcia,2004-08-12,07557 37,False,slecht
Donald Adams,2019-05-26,12308 81,True,slecht
Latasha Mcdaniel,2016-06-30,94943 84,True,slecht
Ashley Patterson,2022-01-19,43443 1,True,goed
Cindy Miranda,2016-08-07,30078 66,True,goed
Mitchell Keller,2010-01-22,58395 73,True,slecht
Laura Rose,2009-03-12,52968 97,False,goed
Matthew Robles,2012-08-07,88989 40,True,slecht
Brianna Rivera,2019-12-28,75489 1,False,goed
Michelle Williams,2017-09-27,58925 79,False,goed
Miranda Monroe,2013-11-25,50665 43,False,goed
Joshua Mccormick,2009-10-17,83041 79,False,goed
John Camacho,2008-04-01,44439 31,True,goed
Shelly Hendrix,2018-09-30,84578 95,False,slecht
Lydia Williams,2005-05-20,86875 43,False,goed
Melissa Knox,2010-12-28,75524 24,True,slecht
Kathryn Chavez,2013-12-06,25175 80,True,slecht
Elizabeth Anthony,2017-08-02,09436 12,True,slecht
Eric Anderson,2015-04-30,93487 47,False,goed
Randall Saunders,2020-10-24,38175 88,True,goed
Richard Reynolds,2019-12-14,95601 94,True,slecht
James Bowman,2005-10-09,64730 60,False,goed
Jessica Bridges,2006-09-03,99193 66,False,slecht
Michael Aguilar,2004-05-16,42273 96,True,slecht
Jeremy Turner,2017-06-24,82419 21,False,slecht
Sherry Pruitt,2019-06-27,88372 59,False,slecht
Darren Brooks,2022-04-01,79210 96,True,slecht
Ronald Young,2016-04-17,27588 2,False,slecht
Bryan Gray,2022-04-10,52791 18,False,slecht
Elizabeth Michael,2011-11-22,83649 79,True,slecht
Ashley Colon,2018-07-13,52872 27,False,goed
Donald Page,2011-12-25,84047 10,True,goed
Vanessa Vasquez,2012-06-09,12686 61,False,goed
Stephen Marshall,2017-08-09,21570 66,True,slecht
Shannon Christensen,2021-12-21,66815 31,True,slecht
Jessica Porter,2019-01-05,36566 27,True,slecht
James Vincent,2016-10-23,78640 20,False,goed
Amanda Robinson,2008-07-31,83416 56,False,slecht
Kristina Kennedy,2007-06-02,71084 47,False,slecht
Chad Roy,2011-04-14,44034 53,False,goed
Carlos Krueger,2006-05-08,52128 26,True,slecht
Sandra Choi,2010-12-24,43401 26,False,slecht
Angel Gallagher,2021-07-25,68777 54,False,slecht
Brooke Miller,2011-03-10,49031 23,False,goed
Tyrone Bowen,2013-03-08,82517 9,False,slecht
Rebecca Andersen,2009-03-05,17934 60,False,slecht
Joseph Martinez,2014-12-03,28645 99,False,slecht
Daniel Cox,2006-02-07,34732 20,True,slecht
Matthew Evans,2007-11-10,89102 12,True,slecht
Steven Zimmerman,2010-09-14,27543 92,False,goed
Helen Clay,2017-02-23,26915 93,True,goed
Jonathan Carlson,2011-04-07,35133 80,True,goed
Dawn Jones,2019-12-02,34795 9,False,goed
Aaron Barton,2021-03-17,75694 26,True,goed
Brandon Reid,2013-10-25,37048 27,False,goed
Ashley Stevenson,2013-11-21,97283 74,False,slecht
Amber Davenport,2004-11-08,55745 10,True,goed
David Finley DDS,2016-08-06,96344 66,True,slecht
Ryan Randolph,2007-11-05,60047 23,True,slecht
Christine Ellison,2013-02-24,17855 4,True,goed
Daniel Gilbert Jr.,2014-09-21,27441 74,True,goed
Robert Howard,2021-09-17,44345 33,False,slecht
Corey Wright,2020-09-11,01939 17,False,goed
Marilyn Estrada,2006-11-24,42382 62,True,goed
Valerie Wood,2016-02-15,72825 72,True,slecht
Miss Gail Kelly,2016-12-03,82052 1,True,slecht
Daniel Daniel,2016-04-12,74684 90,True,slecht
Robert Reese,2004-05-27,60834 63,False,slecht
Ashley Rojas DVM,2021-07-08,39968 55,True,slecht
Patricia Rivera,2004-06-30,59443 53,True,slecht
Kelly Wright,2008-11-09,24840 12,True,goed
Deborah Stevens,2009-06-12,26007 100,True,slecht
Shawn Roberson,2012-03-23,71807 16,True,goed
Amy Ingram,2005-09-22,41570 22,False,slecht
David White,2004-07-25,79524 50,False,slecht
Madeline Allen,2018-09-20,29532 80,False,slecht
Allison Morris,2015-04-06,65693 3,False,goed
Erika Hood,2006-12-03,85463 67,False,slecht
Nicole Baker,2013-07-10,04052 37,True,slecht
Eric Jones,2015-08-27,75439 5,True,slecht
Karen Owens,2015-01-02,15678 77,False,slecht
Cory Taylor,2009-12-10,09931 28,True,goed
Christopher Warren,2018-07-01,27086 99,True,slecht
Randy French DDS,2017-10-12,26974 6,True,slecht
Juan Byrd,2011-03-03,19747 86,False,goed
Rhonda Wilkerson,2021-01-18,62076 73,False,slecht
Barbara King,2005-07-29,77602 3,True,goed
Daniel Reyes,2018-12-15,62826 84,True,goed
Dustin Matthews,2012-12-27,62231 100,False,slecht
Katherine Moore,2011-03-14,54377 24,True,goed
Terry Wade,2011-11-19,34280 6,False,slecht
Andrew Marshall,2014-08-26,64670 46,False,slecht
Martha Davis,2016-10-28,27375 71,False,slecht
Tara Braun,2021-07-30,95111 48,True,goed
Emily Daniels,2021-05-20,19873 97,True,slecht
James Friedman,2011-05-03,09837 68,False,goed
Sara Yang,2009-04-19,15516 24,False,goed
Mathew Palmer,2017-09-16,64764 72,False,slecht
Miguel Callahan,2014-06-25,53084 83,True,goed
Pamela Camacho,2015-01-02,47431 98,False,goed
Christopher Smith,2005-10-07,73800 91,True,slecht
Allen Lyons,2011-03-09,33370 16,True,slecht
Luis Barton,2020-12-04,53882 95,True,slecht
Andrea Rodriguez,2020-08-01,97341 40,False,goed
Veronica Long,2015-05-04,87019 80,False,slecht
John Simpson,2004-09-22,92937 76,True,goed
Charles Kaufman,2009-07-09,83894 22,False,goed
Andrew Wagner,2013-06-14,91372 66,True,goed
Chase Coleman,2019-05-27,73248 76,True,goed
Carl Cole,2016-06-12,70778 63,False,slecht
Howard Simmons,2011-02-05,83464 8,False,slecht
Tiffany Haney,2017-01-14,89223 84,False,slecht
Melissa Martinez,2010-06-21,84078 49,True,goed
Michael Mclaughlin,2021-01-07,67106 11,False,goed
Mark Rodriguez,2005-08-22,41569 45,True,slecht
Brandon Smith,2021-02-16,76125 16,False,slecht
John Taylor,2012-09-24,51974 50,False,goed
Mr. Anthony Green,2022-01-22,13666 94,False,goed
Alyssa Smith,2005-07-14,77385 97,True,slecht
Jason Hall,2016-05-04,27309 79,True,goed
Pedro Alexander,2008-12-23,95862 89,False,goed
Stephen Lee,2011-05-19,99331 29,False,goed
Paul Travis,2021-04-21,68555 83,False,goed
Matthew Fernandez,2020-09-17,28787 53,True,slecht
Melanie Baker,2016-09-28,35263 29,False,goed
Darryl Becker,2011-03-14,58058 21,True,goed
Nicole Anderson MD,2007-02-01,43712 56,True,slecht
Erin Wright,2014-06-03,14384 3,False,slecht
Jeffrey Burton,2021-03-27,20413 61,True,goed
Lori Anderson,2008-02-28,77890 49,True,goed
Joshua Harrington,2014-12-09,53369 66,True,slecht
Amy Boyd,2017-09-25,05174 35,False,slecht
Rose Lee,2004-09-30,90576 92,False,slecht
Stephen Clark,2010-03-25,50648 14,True,goed
Elizabeth Clark,2011-10-05,50310 26,True,slecht
Kylie Taylor,2022-02-27,50474 19,False,slecht
Ethan Vega,2018-06-01,74906 93,False,goed
Curtis Simpson,2006-10-04,97319 67,True,slecht
Thomas Young,2015-01-15,88719 93,False,goed
Jonathan Schroeder,2021-06-10,31352 81,False,slecht
Sandra Gregory,2019-07-01,09988 70,True,slecht
Kenneth Chandler,2015-05-21,38820 68,False,slecht
Savannah Reyes,2021-01-05,21314 3,False,slecht
Christy Vega,2005-02-19,10182 22,True,slecht
Shelby Hall,2009-03-18,32757 8,True,slecht
Christie Page,2004-05-30,11722 59,True,goed
Nicole Nelson,2017-11-25,55169 71,True,goed
Scott Warner,2013-05-30,28553 1,True,goed
Roger Morales,2008-10-07,22844 27,True,goed
Theresa Pace,2017-11-22,72681 28,True,goed
Renee Davis,2007-09-02,38556 47,True,slecht
Brenda Becker,2004-08-28,34378 96,True,slecht
Mr. Donald Thompson,2007-06-06,03726 74,False,slecht
John Fleming,2005-04-15,34354 26,False,slecht
Lisa Murray,2020-06-07,65390 8,False,goed
Amy Williams,2010-01-05,87130 74,False,goed
Morgan Phillips,2020-10-04,90864 88,False,slecht
Christina Bryant,2020-12-12,62216 89,False,slecht
Tina Hunter,2008-02-26,35511 68,True,goed
Amy Dunn,2009-03-12,31840 2,True,slecht
Louis Lynn,2013-02-08,61922 96,True,slecht
Allison Obrien,2011-03-06,86594 87,False,goed
Taylor Reynolds MD,2011-09-29,69169 88,True,slecht
Anthony Moore,2005-06-15,12116 61,False,goed
Sarah Stewart,2020-12-31,96446 14,False,slecht
Lisa Cline,2011-06-04,78155 17,False,goed
Kara Hoover,2004-12-23,02607 68,True,slecht
Matthew Miller,2015-08-17,61273 98,False,slecht
Kathryn Lee,2015-12-16,04216 1,False,slecht
Michael Johnson,2019-05-06,87918 69,True,slecht
Zachary Cole,2021-02-23,45089 13,True,goed
Robert Wall,2016-10-01,54180 89,False,goed
Michelle Boyd,2019-05-28,86207 45,False,slecht
Christine Benson,2005-07-22,63901 70,False,goed
Dr. James Garza DDS,2016-11-03,89582 58,True,goed
Megan Lane,2016-01-17,98194 42,True,slecht
Erika Smith,2019-11-23,48249 48,True,goed
Jeffrey Weber,2019-01-04,13264 89,False,goed
Bethany Gross,2007-09-05,52491 93,False,slecht
Jessica Bennett,2019-12-06,93206 74,True,slecht
Toni Hernandez,2012-12-14,35687 72,False,slecht
Greg Hamilton,2021-05-18,98705 17,False,slecht
Ashley Stanton,2014-04-08,27806 88,True,slecht
Victor Valencia,2005-04-11,05218 84,False,goed
Alexander Smith,2018-06-21,34534 39,False,slecht
George Williams,2009-07-02,71667 18,True,goed
Lucas Conley,2017-11-16,78071 20,False,slecht
Jonathan King,2008-03-16,56163 5,False,slecht
Tracy Mullins,2014-06-25,41578 59,False,slecht
Cassidy Parks,2020-01-20,60449 59,True,slecht
Theresa Wood,2010-01-14,96645 23,True,goed
